Course Number,Subject Id,Subject Id Sort,Subject Title,Master Subject Id,Offer Dept Name,Term Code
8,8.18,  8.18,Research Probs: Undergrad Phys,8.18,Physics,2015SU
8,8.NIV,  8.NIV,Visiting Student Research,8.NIV,Physics,2015SU
8,8.THG,  8.THG,Thesis,8.THG,Physics,2015SU
8,8.UR,  8.UR,Undergraduate Research,8.UR,Physics,2015SU
8,8.URN,  8.URN,Undergraduate Research,8.URN,Physics,2015SU
8,8.URW,  8.URW,Undergrad Research Wellesley,8.URW,Physics,2015SU
9,9.921,  9.921,Rsrch in Brain & Cog Sciences,9.921,Brain and Cognitive Sciences,2015SU
9,9.NIV,  9.NIV,Visiting Student Research,9.NIV,Brain and Cognitive Sciences,2015SU
9,9.THG,  9.THG,Thesis,9.THG,Brain and Cognitive Sciences,2015SU
9,9.URG,  9.URG,Undergraduate Research,9.URG,Brain and Cognitive Sciences,2015SU
9,9.URW,  9.URW,Undergrad Research Wellesley,9.URW,Brain and Cognitive Sciences,2015SU
10,10.81, 10.81,Chem E Pract: Commun Skills,10.81,Chemical Engineering,2015SU
10,10.84, 10.84,Chem E Pract: Techn Accompl,10.84,Chemical Engineering,2015SU
10,10.85, 10.85,Chem E Pract: Commun Skills,10.85,Chemical Engineering,2015SU
10,10.910, 10.910,Independent Research Problem,10.910,Chemical Engineering,2015SU
10,10.911, 10.911,Independent Research Problem,10.911,Chemical Engineering,2015SU
10,10.THG, 10.THG,Graduate Thesis,10.THG,Chemical Engineering,2015SU
10,10.THU, 10.THU,Undergraduate Thesis,10.THU,Chemical Engineering,2015SU
10,10.UR, 10.UR,Undergraduate Research,10.UR,Chemical Engineering,2015SU
10,10.URN, 10.URN,Undergraduate Research,10.URN,Chemical Engineering,2015SU
10,10.URW, 10.URW,Undergrad Research Wellesley,10.URW,Chemical Engineering,2015SU
11,11.904, 11.904,Supervised Readings,11.904,Urban Studies and Planning,2015SU
11,11.962, 11.962,Fieldwork: Real Estate,11.962,Urban Studies and Planning,2015SU
11,11.NIV, 11.NIV,Visiting Student Research,11.NIV,Urban Studies and Planning,2015SU
21M,21M.704,21M.704,Musical Theater Workshop,21M.704,Music and Theater Arts,2014FA
22,22.33, 22.33,Nuclear Engineering Design,22.033,Nuclear Engineering,2014FA
ESD,ESD.70,ESD.70,Engineering Economy Module,ESD.70,Engineering Systems Division,2014FA
7,7.18,  7.18,Topics in Experimental Biology,7.18,Biology,2014FA
7,7.934,  7.934,Teaching Experience in Biology,7.934,Biology,2014FA
15,15.403, 15.403,Intro to Practice of Finance,15.403,Management,2014FA
6,6.981,  6.981,Teaching Elec Engr & Comp Sci,6.981,Electrical Eng & Computer Sci,2014FA
21L,21L.007,21L.007,World Literatures,21L.007,Literature,2014FA
10,10.965, 10.965,Sem in Biosystems Eng,10.965,Chemical Engineering,2014FA
21M,21M.380,21M.380,Music and Technology,21M.380,Music and Theater Arts,2014FA
11,11.354, 11.354,Real Estate Products Seminar,11.354,Urban Studies and Planning,2014FA
11,11.S966, 11.S966,Special Subject: Real Estate,11.S966,Urban Studies and Planning,2015SU
11,11.THG, 11.THG,Thesis,11.THG,Urban Studies and Planning,2015SU
11,11.THU, 11.THU,Undergraduate Thesis,11.THU,Urban Studies and Planning,2015SU
11,11.URN, 11.URN,Undergraduate Research,11.URN,Urban Studies and Planning,2015SU
12,12.460, 12.460,Current Rsrch: Geol & Geochem,12.460,"Earth, Atmos & Planetary Sci",2015SU
12,12.461, 12.461,Current Rsrch: Geol & Geochem,12.461,"Earth, Atmos & Planetary Sci",2015SU
12,12.581, 12.581,Current Research: Geophysics,12.581,"Earth, Atmos & Planetary Sci",2015SU
12,12.691, 12.691,Curr Rsrch:  Planetary Science,12.691,"Earth, Atmos & Planetary Sci",2015SU
12,12.722, 12.722,Chemical Oceanography: WHOI,12.722,"Earth, Atmos & Planetary Sci",2015SU
12,12.730, 12.730,Marine Geol & Geophys: MIT,12.730,"Earth, Atmos & Planetary Sci",2015SU
12,12.735, 12.735,Chemical Oceanography: MIT,12.735,"Earth, Atmos & Planetary Sci",2015SU
12,12.960, 12.960,Physical Oceanography: MIT,12.960,"Earth, Atmos & Planetary Sci",2015SU
12,12.970, 12.970,Physical Oceanography: WHOI,12.970,"Earth, Atmos & Planetary Sci",2015SU
12,12.971, 12.971,Physical Oceanography: WHOI,12.971,"Earth, Atmos & Planetary Sci",2015SU
12,12.981, 12.981,Current Rsrch: Atmospheric Sci,12.981,"Earth, Atmos & Planetary Sci",2015SU
12,12.983, 12.983,Curr Rsrch: Climate Phys& Chem,12.983,"Earth, Atmos & Planetary Sci",2015SU
12,12.IND, 12.IND,Independent Study,12.IND,"Earth, Atmos & Planetary Sci",2015SU
12,12.THG, 12.THG,Graduate Thesis,12.THG,"Earth, Atmos & Planetary Sci",2015SU
12,12.THU, 12.THU,Thesis,12.THU,"Earth, Atmos & Planetary Sci",2015SU
12,12.URW, 12.URW,Undergrad Research Wellesley,12.URW,"Earth, Atmos & Planetary Sci",2015SU
21W,21W.792,21W.792,Science Writing Internship,21W.792,Writing & Humanistic Studies,2014FA
9,9.THG,  9.THG,Thesis,9.THG,Brain and Cognitive Sciences,2014FA
21F,21F.URN,21F.URN,Undergraduate Research,21F.URN,Global Studies & Languages,2014FA
6,6.THG,  6.THG,Graduate Thesis,6.THG,Electrical Eng & Computer Sci,2014FA
1,1.725,  1.725,Chemicals in the Environment,1.725,Civil and Environmental Eng,2014FA
21M,21M.445,21M.445,Chamber Music Society,21M.445,Music and Theater Arts,2014FA
10,10.391, 10.391,Sustainable Energy,22.811,Chemical Engineering,2014FA
24,24.991, 24.991,Workshop in Linguistics,24.991,Linguistics and Philosophy,2014FA
ESD,ESD.124,ESD.124,Enrgy Sys & Climate Chng Mtgtn,ESD.124,Engineering Systems Division,2014FA
1,1.035,  1.035,Mech  of Structures & Soils,1.035,Civil and Environmental Eng,2014FA
1,1.205,  1.205,Advanced Demand Modeling,1.205,Civil and Environmental Eng,2014FA
1,1.37,  1.37,Geotech Msrmt & Exploration,1.37,Civil and Environmental Eng,2014FA
ESD,ESD.05,ESD.05,Engineering Leadership Lab,ESD.050,Engineering Systems Division,2014FA
ESD,ESD.050,ESD.050,Engineering Leadership Lab,ESD.050,Engineering Systems Division,2014FA
ESD,ESD.133,ESD.133,Environmental Law: Pollution,1.811,Engineering Systems Division,2014FA
2,2.160,  2.160,"Identification, Estim, & Learn",2.160,Mechanical Engineering,2015SP
2,2.18,  2.18,Biomolecular Feedback Systems,2.180,Mechanical Engineering,2015SP
2,2.180,  2.180,Biomolecular Feedback Systems,2.180,Mechanical Engineering,2015SP
2,2.22,  2.22,Des Principles: Ocean Vehicles,2.22,Mechanical Engineering,2015SP
2,2.24,  2.24,Ocean Waves & Energy Systems,2.24,Mechanical Engineering,2015SP
2,2.29,  2.29,Numerical Fluid Mechanics,2.29,Mechanical Engineering,2015SP
4,4.292,  4.292,Independent Study:Arch Studies,4.292,Architecture,2015SP
4,4.293,  4.293,Independent Study:Arch Studies,4.293,Architecture,2015SP
4,4.294,  4.294,Independent Study:Arch Studies,4.294,Architecture,2015SP
4,4.302,  4.302,"Art, Design,& Spatial Practice",4.302,Architecture,2015SP
4,4.314,  4.314,Adv Wkshp Artistic Practice,4.314,Architecture,2015SP
4,4.344,  4.344,Adv Photo & Related Media,4.344,Architecture,2015SP
4,4.345,  4.345,Adv Photo & Related Media,4.344,Architecture,2015SP
4,4.368,  4.368,Studio Seminar in Public Art,4.368,Architecture,2015SP
4,4.369,  4.369,Studio Seminar in Public Art,4.368,Architecture,2015SP
4,4.374,  4.374,Adv Projects in Visual Arts,4.373,Architecture,2015SP
4,4.388,  4.388,Preparation for SMACT Thesis,4.388,Architecture,2015SP
2,2.019,  2.019,Design of Ocean Systems,2.019,Mechanical Engineering,2015SP
2,2.031,  2.031,Dynamics II,2.031,Mechanical Engineering,2015SP
2,2.034,  2.034,Nonlinear Dynamics,2.034,Mechanical Engineering,2015SP
2,2.04A,  2.04A,Systems and Controls,2.04A,Mechanical Engineering,2015SP
ESD,ESD.166,ESD.166,Sustainable Energy,22.811,Engineering Systems Division,2014FA
ESD,ESD.73,ESD.73,"Materials Selectn,Design,Econ",3.57,Engineering Systems Division,2014FA
ESD,ESD.754,ESD.754,Data Mining,15.062,Engineering Systems Division,2014FA
ESD,ESD.773,ESD.773,Human Factors Engineering,16.453,Engineering Systems Division,2014FA
ESD,ESD.775,ESD.775,Human-Computer Interface,16.475,Engineering Systems Division,2014FA
17,17.393, 17.393,Environmental Law: Pollution,1.801,Political Science,2014FA
22,22.51, 22.51,Quantum Theory of Rad Interact,22.51,Nuclear Engineering,2014FA
22,22.611, 22.611,Intro to Plasma Physics I,22.611,Nuclear Engineering,2014FA
22,22.94, 22.94,Research in Nuclear Sci & Eng,22.94,Nuclear Engineering,2014FA
22,22.EPE, 22.EPE,UPOP Engineer Practice Exp,2.EPE,Nuclear Engineering,2014FA
22,22.NIV, 22.NIV,Visiting Student Research,22.NIV,Nuclear Engineering,2014FA
22,22.S902, 22.S902,Special Subj: Nuclear Sci Engr,22.S902,Nuclear Engineering,2014FA
22,22.THG, 22.THG,Graduate Thesis,22.THG,Nuclear Engineering,2014FA
6,6.S897,  6.S897,Special Subj: Computer Science,6.S897,Electrical Eng & Computer Sci,2014FA
6,6.UAP,  6.UAP,Undergraduate Advanced Project,6.UAP,Electrical Eng & Computer Sci,2014FA
6,6.URS,  6.URS,Undergrad Research in EECS,6.URS,Electrical Eng & Computer Sci,2014FA
15,15.124, 15.124,Eval Biomedical Bus Concept,HST.973,Management,2014FA
16,16.781, 16.781,Planning & Design:Airport Sys,1.231,Aeronautics and Astronautics,2014FA
16,16.852, 16.852,Integrating Lean Enterprise,16.852,Aeronautics and Astronautics,2014FA
16,16.910, 16.910,Intro to Numerical Simulation,6.336,Aeronautics and Astronautics,2014FA
16,16.920, 16.920,Num Methods for Part Diff Eq,16.920,Aeronautics and Astronautics,2014FA
16,16.981, 16.981,Advanced Project,16.981,Aeronautics and Astronautics,2014FA
HST,HST.580,HST.580,Data Acquisition Image Reconst,6.556,Health Sciences & Technology,2014FA
HST,HST.599,HST.599,Research in HST,HST.599,Health Sciences & Technology,2014FA
HST,HST.721,HST.721,The Peripheral Auditory System,HST.721,Health Sciences & Technology,2014FA
HST,HST.730,HST.730,Molecular Biol:Auditory System,HST.730,Health Sciences & Technology,2014FA
HST,HST.545,HST.545,Physiological Systems Analysis,HST.545,Health Sciences & Technology,2014FA
HST,HST.774,HST.774,Research in Speech and Hearing,HST.774,Health Sciences & Technology,2014FA
HST,HST.777,HST.777,Research in Speech and Hearing,HST.777,Health Sciences & Technology,2014FA
HST,HST.779,HST.779,Research in Speech and Hearing,HST.779,Health Sciences & Technology,2014FA
HST,HST.914,HST.914,Frontiers in Therapeutics,10.644,Health Sciences & Technology,2014FA
MAS,MAS.790,MAS.790,Independent Study in MAS,MAS.790,Prog in Media Arts Sciences,2014FA
MAS,MAS.825,MAS.825,Music Aesthetics & Media Tech,MAS.825,Prog in Media Arts Sciences,2014FA
ESD,ESD.250,ESD.250,Methods for Supply Chain Mgmt,ESD.250,Engineering Systems Division,2014FA
21F,21F.573,21F.573,Japanese III,21F.503,Global Studies & Languages,2014FA
21F,21F.592,21F.592,Intro to Japanese Culture,21F.064,Global Studies & Languages,2014FA
21F,21F.593,21F.593,Japanese Lit & Cinema,21F.065,Global Studies & Languages,2014FA
21F,21F.613,21F.613,Russian III,21F.613,Global Studies & Languages,2014FA
21F,21F.701,21F.701,Spanish I,21F.701,Global Studies & Languages,2014FA
21W,21W.798,21W.798,Independent Study: Writing,21W.798,Writing & Humanistic Studies,2014FA
21W,21W.823,21W.823,Lab Experience Science Writers,21W.823,Writing & Humanistic Studies,2014FA
21W,21W.898,21W.898,Ind Study: Science Writing,21W.898,Writing & Humanistic Studies,2014FA
21W,21W.THG,21W.THG,Graduate Thesis,21W.THG,Writing & Humanistic Studies,2014FA
21W,21W.THT,21W.THT,Writing Pre-Thesis Tutorial,21W.THT,Writing & Humanistic Studies,2014FA
21W,21W.URG,21W.URG,Undergraduate Research,21W.URG,Writing & Humanistic Studies,2014FA
CDO,CDO.THG,CDO.THG,Graduate Thesis,CDO.THG,Computation for Des & Optmiz,2014FA
10,10.668, 10.668,Statistical Mech of Polymers,10.668,Chemical Engineering,2014FA
10,10.702, 10.702,Intro to Exp Biology & Comm,7.02,Chemical Engineering,2014FA
10,10.80, 10.80,Chem E Practice:Techn Accompl,10.80,Chemical Engineering,2014FA
10,10.806, 10.806,Management in Engineering,2.96,Chemical Engineering,2014FA
12,12.981, 12.981,Current Rsrch: Atmospheric Sci,12.981,"Earth, Atmos & Planetary Sci",2014FA
12,12.A03, 12.A03,Meteorite Kills Dog,12.A03,"Earth, Atmos & Planetary Sci",2014FA
12,12.A32, 12.A32,Cellular Automata,12.A32,"Earth, Atmos & Planetary Sci",2014FA
12,12.IND, 12.IND,Independent Study,12.IND,"Earth, Atmos & Planetary Sci",2014FA
12,12.S490, 12.S490,Spec Sem: Geology & Geochem,12.S490,"Earth, Atmos & Planetary Sci",2014FA
16,16.985, 16.985,Global Oper Ldrship Sem,15.792,Aeronautics and Astronautics,2014FA
16,16.A40, 16.A40,Systems Thinking,16.A40,Aeronautics and Astronautics,2014FA
20,20.903, 20.903,Ind Study in Biological Engr,20.903,Biological Engineering,2014FA
20,20.950, 20.950,Research Problems in Biol Engr,20.950,Biological Engineering,2014FA
20,20.A02, 20.A02,Common Diseases,20.A02,Biological Engineering,2014FA
20,20.A03, 20.A03,"Exploring Zoonotic Disease, Mi",20.A03,Biological Engineering,2014FA
20,20.NIV, 20.NIV,Visiting Student Research,20.NIV,Biological Engineering,2014FA
20,20.UR, 20.UR,Undergraduate Research,20.UR,Biological Engineering,2014FA
21,21.THU, 21.THU,Undergrad Thesis in Humanities,21.THU,Humanities,2014FA
22,22.01, 22.01,Intro to NE Ionizing Radiation,22.01,Nuclear Engineering,2014FA
22,22.011, 22.011,Seminar Nucl Sci & Engineering,22.011,Nuclear Engineering,2014FA
NS,NS.302, NS.302,Navigation & Naval Operations,NS.302,Naval Science (ROTC),2014FA
21A,21A.01,21A.01,How Culture Works,21A.01,Anthropology,2014FA
6,6.456,  6.456,Array Processing,6.456,Electrical Eng & Computer Sci,2014FA
6,6.521,  6.521,Cellular Biophysics,6.021,Electrical Eng & Computer Sci,2014FA
2,2.61,  2.61,Internal Combustion Engines,2.61,Mechanical Engineering,2015SP
2,2.671,  2.671,Measurement & Instrumentation,2.671,Mechanical Engineering,2015SP
2,2.673,  2.673,Instr & Msrmt for Biol Systems,20.309,Mechanical Engineering,2015SP
4,4.389,  4.389,Tutorial for SMACT Thesis,4.389,Architecture,2015SP
4,4.390,  4.390,"Art, Culture, & Tech Studio",4.390,Architecture,2015SP
4,4.392,  4.392,Independent Study: ACT,4.392,Architecture,2015SP
4,4.393,  4.393,Independent Study: ACT,4.393,Architecture,2015SP
4,4.430,  4.430,Daylighting & Solar Gain Cntrl,4.430,Architecture,2015SP
4,4.440,  4.440,Building Structural Systems I,4.440,Architecture,2015SP
4,4.444,  4.444,Analysis of Historic Structure,4.444,Architecture,2015SP
4,4.445,  4.445,Analysis of Historic Structure,4.444,Architecture,2015SP
4,4.477,  4.477,Emergent Materials,4.477,Architecture,2015SP
MAS,MAS.910,MAS.910,Research in Media Technology,MAS.910,Prog in Media Arts Sciences,2014FA
MAS,MAS.921,MAS.921,Proseminar in MAS,MAS.921,Prog in Media Arts Sciences,2014FA
MAS,MAS.950,MAS.950,Prep For PhD Thesis,MAS.950,Prog in Media Arts Sciences,2014FA
MAS,MAS.S67,MAS.S67,Spec Subj in Media Technology,MAS.S67,Prog in Media Arts Sciences,2014FA
MAS,MAS.S70,MAS.S70,Spec Subj in Media Technology,MAS.S70,Prog in Media Arts Sciences,2014FA
MAS,MAS.THG,MAS.THG,Graduate Thesis,MAS.THG,Prog in Media Arts Sciences,2014FA
MAS,MAS.URG,MAS.URG,Undergraduate Research,MAS.URG,Prog in Media Arts Sciences,2014FA
STS,STS.004,STS.004,"Science, Technology, & World",STS.004,"Science, Technology & Society",2014FA
STS,STS.007,STS.007,Technology in History,STS.007,"Science, Technology & Society",2014FA
HST,HST.565,HST.565,Mol Imaging SPECT PET-CT,HST.565,Health Sciences & Technology,2014FA
HST,HST.590,HST.590,Biomedical Engineering Seminar,HST.590,Health Sciences & Technology,2014FA
HST,HST.598,HST.598,Research in HST,HST.598,Health Sciences & Technology,2014FA
HST,HST.714,HST.714,Acoustics of Speech & Hearing,6.551,Health Sciences & Technology,2014FA
HST,HST.771,HST.771,Research in Speech and Hearing,HST.771,Health Sciences & Technology,2014FA
HST,HST.773,HST.773,Research in Speech and Hearing,HST.773,Health Sciences & Technology,2014FA
HST,HST.775,HST.775,Research in Speech and Hearing,HST.775,Health Sciences & Technology,2014FA
HST,HST.776,HST.776,Research in Speech and Hearing,HST.776,Health Sciences & Technology,2014FA
HST,HST.778,HST.778,Research in Speech and Hearing,HST.778,Health Sciences & Technology,2014FA
HST,HST.780,HST.780,Ind Stud: Speech & Hearing Sci,HST.780,Health Sciences & Technology,2014FA
CMS,CMS.300,CMS.300,Intro to Videogame Theory,CMS.300,Comparative Media Studies,2014FA
CMS,CMS.309,CMS.309,Modern Science Fiction,21W.763,Comparative Media Studies,2014FA
12,12.S591, 12.S591,Spec Sem: Geophysics,12.S591,"Earth, Atmos & Planetary Sci",2014FA
12,12.THG, 12.THG,Graduate Thesis,12.THG,"Earth, Atmos & Planetary Sci",2014FA
12,12.TIP, 12.TIP,Thesis and Indep Study Prep,12.TIP,"Earth, Atmos & Planetary Sci",2014FA
12,12.URG, 12.URG,Undergraduate Research,12.URG,"Earth, Atmos & Planetary Sci",2014FA
14,14.003, 14.003,Microecon Theory & Public Pol,14.03,Economics,2014FA
15,15.769, 15.769,Operations Strategy,15.769,Management,2014FA
15,15.770, 15.770,Logistics Systems,ESD.260,Management,2014FA
15,15.794, 15.794,Research Proj in Manufacturing,15.794,Management,2014FA
18,18.062, 18.062,Math For Computer Science,6.042,Mathematics,2014FA
18,18.094, 18.094,Teach College-Level Sci & Engr,5.95,Mathematics,2014FA
18,18.100A, 18.100A,Real Analysis,18.100A,Mathematics,2014FA
21A,21A.203,21A.203,Anthr thru Speculative Fiction,21A.203,Anthropology,2014FA
21L,21L.THU,21L.THU,Literature Thesis,21L.THU,Literature,2014FA
21M,21M.011,21M.011,Introduction to Western Music,21M.011,Music and Theater Arts,2014FA
21M,21M.013,21M.013,Superntrl in Mus Lit&  Culture,21M.013,Music and Theater Arts,2014FA
21M,21M.030,21M.030,Introduction to World Music,21M.030,Music and Theater Arts,2014FA
21M,21M.223,21M.223,Folk Music: Britain & N Amer,21M.223,Music and Theater Arts,2014FA
21M,21M.226,21M.226,Jazz,21M.226,Music and Theater Arts,2014FA
21M,21M.235,21M.235,Monteverdi to Mozart,21M.235,Music and Theater Arts,2014FA
ESD,ESD.912,ESD.912,Independent Study: Engr Sys,ESD.912,Engineering Systems Division,2014FA
ESD,ESD.921,ESD.921,Teaching in Engr Systems Div,ESD.921,Engineering Systems Division,2014FA
6,6.525,  6.525,Medical Device Design,2.75,Electrical Eng & Computer Sci,2014FA
6,6.551,  6.551,Acoustics of Speech & Hearing,6.551,Electrical Eng & Computer Sci,2014FA
6,6.608,  6.608,Intro to Particle Accelerators,8.277,Electrical Eng & Computer Sci,2014FA
8,8.701,  8.701,Intro: Nuclear & Particle Phys,8.701,Physics,2014FA
8,8.902,  8.902,Astrophysics II,8.902,Physics,2014FA
8,8.THG,  8.THG,Thesis,8.THG,Physics,2014FA
9,9.01,  9.01,Intro to Neuroscience,9.01,Brain and Cognitive Sciences,2014FA
2,2.678,  2.678,Electronics for Mech Systems,2.678,Mechanical Engineering,2015SP
2,2.680,  2.680,Marine Vehicle Autonomy,2.680,Mechanical Engineering,2015SP
2,2.681,  2.681,Environmental Ocean Acoustics,2.681,Mechanical Engineering,2015SP
2,2.689,  2.689,Projects in Ocean Engr,2.689,Mechanical Engineering,2015SP
2,2.71,  2.71,Optics,2.71,Mechanical Engineering,2015SP
2,2.710,  2.710,Optics,2.71,Mechanical Engineering,2015SP
2,2.72,  2.72,Elements of Mechanical Design,2.72,Mechanical Engineering,2015SP
4,4.489,  4.489,Prep: (BT) Ph.D. Thesis,4.489,Architecture,2015SP
4,4.491,  4.491,Ind Study: Building Tech,4.491,Architecture,2015SP
4,4.492,  4.492,Ind Study: Building Tech,4.492,Architecture,2015SP
4,4.493,  4.493,Ind Study: Building Tech,4.493,Architecture,2015SP
4,4.501,  4.501,Creative Design Prototyping,4.501,Architecture,2015SP
4,4.541,  4.541,Intro to Shape Grammars II,4.541,Architecture,2015SP
4,4.542,  4.542,Background to Shape Grammars,4.542,Architecture,2015SP
4,4.557,  4.557,City Science,MAS.552,Architecture,2015SP
4,4.561,  4.561,Intro to Bldg Info Modeling,4.561,Architecture,2015SP
4,4.566,  4.566,Adv Proj in Digital Media,4.566,Architecture,2015SP
STS,STS.048,STS.048,"African Americans:Sci,Tech,Med",STS.048,"Science, Technology & Society",2014FA
WGS,WGS.109,WGS.109,Global Feminism,WGS.109,Women's and Gender Studies,2014FA
WGS,WGS.222,WGS.222,Women and War,21H.381,Women's and Gender Studies,2014FA
WGS,WGS.234,WGS.234,Invention of French Theory,21F.068,Women's and Gender Studies,2014FA
WGS,WGS.271,WGS.271,Dilemmas in Biomedical Ethics,21A.302,Women's and Gender Studies,2014FA
HST,HST.950,HST.950,Biomedical Computing,6.872,Health Sciences & Technology,2014FA
HST,HST.926,HST.926,Sem Healthcare Systems Innov,ESD.69,Health Sciences & Technology,2014FA
HST,HST.973,HST.973,Eval Biomedical Bus Concept,HST.973,Health Sciences & Technology,2014FA
HST,HST.NIV,HST.NIV,Visiting Student Research,HST.NIV,Health Sciences & Technology,2014FA
HST,HST.UR,HST.UR,Undergraduate Research,HST.UR,Health Sciences & Technology,2014FA
HST,HST.URG,HST.URG,Undergraduate Research,HST.URG,Health Sciences & Technology,2014FA
HST,HST.920,HST.920,Princ& Practice:Drug Developmt,15.136,Health Sciences & Technology,2014FA
MAS,MAS.500,MAS.500,Hands on Foundations,MAS.500,Prog in Media Arts Sciences,2014FA
MAS,MAS.531,MAS.531,Comp Camera and Photography,MAS.131,Prog in Media Arts Sciences,2014FA
MAS,MAS.552,MAS.552,City Science,MAS.552,Prog in Media Arts Sciences,2014FA
12,12.006, 12.006,Nonlinear Dynamics: Chaos,12.006,"Earth, Atmos & Planetary Sci",2014FA
12,12.010, 12.010,Comp Methods of Sci Programmng,12.010,"Earth, Atmos & Planetary Sci",2014FA
12,12.012, 12.012,MatLab Stats Rgressn Sgnl Proc,12.012,"Earth, Atmos & Planetary Sci",2014FA
12,12.093, 12.093,Current Topics: Geol & Geochem,12.093,"Earth, Atmos & Planetary Sci",2014FA
12,12.109, 12.109,Petrology,12.109,"Earth, Atmos & Planetary Sci",2014FA
15,15.380, 15.380,Independent Study: Entrprnrshp,15.380,Management,2014FA
15,15.387, 15.387,Tech Sales and Mgmt,15.387,Management,2014FA
10,10.817, 10.817,Atmospheric Chemistry,1.84,Chemical Engineering,2014FA
10,10.84, 10.84,Chem E Pract: Techn Accompl,10.84,Chemical Engineering,2014FA
10,10.90, 10.90,Independent Research Problem,10.90,Chemical Engineering,2014FA
10,10.953, 10.953,Sem: Heterogeneous Catalysis,10.953,Chemical Engineering,2014FA
10,10.962, 10.962,Seminar in Molec Cell Engineer,10.962,Chemical Engineering,2014FA
14,14.02, 14.02,Principles of Macroeconomics,14.02,Economics,2014FA
2,2.722,  2.722,D-Lab: Design,EC.720,Mechanical Engineering,2015SP
2,2.723,  2.723,Engr Innovation and Design,ESD.051,Mechanical Engineering,2015SP
2,2.752,  2.752,Developing Mechanical Products,2.752,Mechanical Engineering,2015SP
2,2.782,  2.782,Design Med Devices & Implants,2.782,Mechanical Engineering,2015SP
2,2.792,  2.792,Quant  Systems Physiology,6.022,Mechanical Engineering,2015SP
2,2.793,  2.793,"Fields, Forces and Flows",20.330,Mechanical Engineering,2015SP
2,2.797,  2.797,"Molec, Cell, & Tissue Biomechs",20.310,Mechanical Engineering,2015SP
1,1.00,  1.00,Intro Comp & Engr Prob Solving,1.00,Civil and Environmental Eng,2015SP
HST,HST.THG,HST.THG,Graduate Thesis,HST.THG,Health Sciences & Technology,2014FA
MAS,MAS.110,MAS.110,Fund Computational Media Dsgn,MAS.110,Prog in Media Arts Sciences,2014FA
MAS,MAS.131,MAS.131,Comp Camera and Photography,MAS.131,Prog in Media Arts Sciences,2014FA
MAS,MAS.391,MAS.391,Intro to Solid-State Chemistry,MAS.391,Prog in Media Arts Sciences,2014FA
MAS,MAS.490,MAS.490,Independent Study,MAS.490,Prog in Media Arts Sciences,2014FA
MAS,MAS.491,MAS.491,Independent Study,MAS.491,Prog in Media Arts Sciences,2014FA
MAS,MAS.630,MAS.630,Adv Sem: Affective Computing,MAS.630,Prog in Media Arts Sciences,2014FA
MAS,MAS.665,MAS.665,Development Ventures,MAS.665,Prog in Media Arts Sciences,2014FA
MAS,MAS.690,MAS.690,Independent Study in MAS,MAS.690,Prog in Media Arts Sciences,2014FA
MAS,MAS.761,MAS.761,Common Sense Reasoning,MAS.761,Prog in Media Arts Sciences,2014FA
MAS,MAS.801,MAS.801,Physics I,MAS.801,Prog in Media Arts Sciences,2014FA
MAS,MAS.834,MAS.834,Tangible Interfaces,MAS.834,Prog in Media Arts Sciences,2014FA
MAS,MAS.863,MAS.863,How to Make Almost Anything,MAS.863,Prog in Media Arts Sciences,2014FA
MAS,MAS.881,MAS.881,Principles of Neuroengineering,MAS.881,Prog in Media Arts Sciences,2014FA
MAS,MAS.883,MAS.883,Neurotechnology Ventures,MAS.883,Prog in Media Arts Sciences,2014FA
MAS,MAS.890,MAS.890,Independent Study in MAS,MAS.890,Prog in Media Arts Sciences,2014FA
MAS,MAS.912,MAS.912,Teaching in MAS,MAS.912,Prog in Media Arts Sciences,2014FA
MAS,MAS.940,MAS.940,Preparation for SM Thesis,MAS.940,Prog in Media Arts Sciences,2014FA
MAS,MAS.945,MAS.945,MAS General Exam,MAS.945,Prog in Media Arts Sciences,2014FA
MAS,MAS.A19,MAS.A19,Designing Consumer Electronics,MAS.A19,Prog in Media Arts Sciences,2014FA
10,10.967, 10.967,Sem: Protein-Polymer Matl Engr,10.967,Chemical Engineering,2014FA
10,10.968, 10.968,Seminar in Biomolecular Engr,10.968,Chemical Engineering,2014FA
10,10.971, 10.971,Sem-Fl Mech & Trans Phen,10.971,Chemical Engineering,2014FA
10,10.973, 10.973,Bioengineering,10.973,Chemical Engineering,2014FA
10,10.976, 10.976,"Process Design, Oper, Control",10.976,Chemical Engineering,2014FA
10,10.983, 10.983,React Proc & Microfab Chem Sys,10.983,Chemical Engineering,2014FA
14,14.11, 14.11,Topics in Economics,14.11,Economics,2014FA
14,14.121, 14.121,Microeconomic Theory I,14.121,Economics,2014FA
7,7.344,  7.344,Advanced Undergraduate Seminar,7.344,Biology,2014FA
7,7.348,  7.348,Advanced Undergraduate Seminar,7.348,Biology,2014FA
7,7.393,  7.393,Independent Study in Genetics,7.393,Biology,2014FA
7,7.396,  7.396,Ind Stdy: Experimental Biology,7.396,Biology,2014FA
7,7.431,  7.431,Topics in Marine Ecology,7.431,Biology,2014FA
7,7.433,  7.433,Topics in Biol Oceanography,7.433,Biology,2014FA
7,7.435,  7.435,Topics in Benthic Biology,7.435,Biology,2014FA
10,10.THG, 10.THG,Graduate Thesis,10.THG,Chemical Engineering,2014FA
10,10.URG, 10.URG,Undergraduate Research,10.URG,Chemical Engineering,2014FA
